,merchant_id,Cluster_k2_SLH
2836,M_ID_044bfc2950,0
2837,M_ID_044c05dd86,0
2838,M_ID_044c13514e,0
2839,M_ID_044c1a1b41,0
2840,M_ID_044db7e7ce,0
2841,M_ID_044dcb17bc,0
2842,M_ID_044e7d479c,0
2843,M_ID_044ec27df5,0
2844,M_ID_044f321258,0
2845,M_ID_044f342e9f,0
2846,M_ID_044f62f1ea,0
2847,M_ID_044fc72037,0
2848,M_ID_044fe839d1,0
2849,M_ID_0450d3b0a3,0
2850,M_ID_04519b9c4f,0
2851,M_ID_0451ee3f36,0
2852,M_ID_045202c8ed,0
2853,M_ID_0452219740,0
2854,M_ID_04526dcff7,0
2855,M_ID_045283ab8c,0
2856,M_ID_045295335e,0
2857,M_ID_0452c08b42,0
2858,M_ID_045309deba,0
2859,M_ID_04534d10b2,0
2860,M_ID_04539d7484,0
2861,M_ID_0453f75bfc,0
2862,M_ID_0454d09033,0
2863,M_ID_045613ba16,0
2864,M_ID_0456492f01,0
2865,M_ID_0456636356,0
2866,M_ID_04574e1db1,0
2867,M_ID_04575477bd,0
2868,M_ID_04575c5e32,0
2869,M_ID_045864774b,0
2870,M_ID_0458cfe1fc,0
2871,M_ID_045b27f9c3,0
2872,M_ID_045d01fd40,0
2873,M_ID_045d20028c,0
2874,M_ID_045d995a87,0
2875,M_ID_045df0b417,0
2876,M_ID_045e86fa98,0
2877,M_ID_045f3a925c,0
2878,M_ID_045f970c9a,0
2879,M_ID_045fa42250,0
2880,M_ID_045fd2ceee,0
2881,M_ID_04604d168d,0
2882,M_ID_0460df7b79,0
2883,M_ID_0461750bc8,0
2884,M_ID_0461a9568c,0
2885,M_ID_04629adf8b,0
2886,M_ID_0463cd3546,0
2887,M_ID_0464625d32,0
2888,M_ID_0464ace9b3,0
2889,M_ID_0464b1c5b9,0
2890,M_ID_0465bda10a,0
2891,M_ID_046693970c,0
2892,M_ID_046739b078,0
2893,M_ID_04677ec2ed,0
2894,M_ID_0467c41f6b,0
2895,M_ID_0467dd5693,0
2896,M_ID_0468193b1d,0
2897,M_ID_04681db511,0
2898,M_ID_0468907f2c,0
2899,M_ID_0468a53206,0
2900,M_ID_0468c644e0,0
2901,M_ID_046920c71b,0
2902,M_ID_046a298fc0,0
2903,M_ID_046a4c0bbd,0
2904,M_ID_046a52030a,0
2905,M_ID_046abba6ed,0
2906,M_ID_046b73ca06,0
2907,M_ID_046c701be1,0
2908,M_ID_046c89e1e4,0
2909,M_ID_046c8a7448,0
2910,M_ID_046d3cc97d,0
2911,M_ID_046d3fffc1,0
2912,M_ID_046db40bbb,0
2913,M_ID_046dc8b3f9,0
2914,M_ID_046e06e073,0
2915,M_ID_046e0f1359,0
2916,M_ID_046ebda21c,0
2917,M_ID_046f1c8f68,0
2918,M_ID_04700cfeec,0
2919,M_ID_047057e1d0,0
2920,M_ID_04708a3fa9,0
2921,M_ID_04711831ef,0
2922,M_ID_047176dd65,0
2923,M_ID_04728a39e0,0
2924,M_ID_047292003f,0
2925,M_ID_0472d18d17,0
2926,M_ID_04735ca9a8,0
2927,M_ID_0473c51820,0
2928,M_ID_0474828d89,0
2929,M_ID_047497fdd1,0
2930,M_ID_0474a9100a,0
2931,M_ID_0475494f1c,0
2932,M_ID_0476d9f62a,0
2933,M_ID_0477067369,0
2934,M_ID_04772d5021,0
2935,M_ID_047768a60b,0
2936,M_ID_0477adb7eb,0
2937,M_ID_0477ceff32,0
2938,M_ID_04786695ab,0
2939,M_ID_04787d2ea3,0
2940,M_ID_04787ed394,0
2941,M_ID_0478a88804,0
2942,M_ID_0478aa4696,0
2943,M_ID_0478b969a1,0
2944,M_ID_0478cecefb,0
2945,M_ID_0478e8adb8,0
2946,M_ID_0479310330,0
2947,M_ID_04795ef7e1,0
2948,M_ID_047993fe7d,0
2949,M_ID_0479a6725c,0
2950,M_ID_047b43431c,0
2951,M_ID_047b728f98,0
2952,M_ID_047b83dfbf,0
2953,M_ID_047c23a989,0
2954,M_ID_047c489f6d,0
2955,M_ID_047c63e719,0
2956,M_ID_047c775387,0
2957,M_ID_047cd6dddb,0
2958,M_ID_047d031313,0
2959,M_ID_047dc43484,0
2960,M_ID_047dde8ad6,0
2961,M_ID_047e36c21b,0
2962,M_ID_047e9b7bc9,0
2963,M_ID_047f869f8d,0
2964,M_ID_047fa6bb74,0
2965,M_ID_047fc72772,0
2966,M_ID_048005106e,0
2967,M_ID_04802f2918,0
2968,M_ID_048095b3dc,0
2969,M_ID_0480dc6771,0
2970,M_ID_04818e1c0e,0
2971,M_ID_0481b4861a,0
2972,M_ID_0482076ec7,0
2973,M_ID_0483390a1f,0
2974,M_ID_04838e3ecb,0
2975,M_ID_048443f626,0
2976,M_ID_0485bb63f9,0
2977,M_ID_0485c4fb24,0
2978,M_ID_0485d185b2,0
2979,M_ID_0486397a48,0
2980,M_ID_0486ecdc9f,0
2981,M_ID_04871b1b99,0
2982,M_ID_0487864975,0
2983,M_ID_0487901158,0
2984,M_ID_0489b6791f,0
2985,M_ID_048a4c8d92,0
2986,M_ID_048accc133,0
2987,M_ID_048af53b58,0
2988,M_ID_048be523cd,0
2989,M_ID_048ccb8a21,0
2990,M_ID_048d558df7,0
2991,M_ID_048dd2521e,0
2992,M_ID_048ddcaf1a,0
2993,M_ID_048dfdc800,0
2994,M_ID_048e4ff402,0
2995,M_ID_048e861358,0
2996,M_ID_048e920f84,0
2997,M_ID_048ed9200d,0
2998,M_ID_048eeaf736,0
2999,M_ID_048f07dea3,0
3000,M_ID_049014efc3,0
3001,M_ID_0490598c35,0
3002,M_ID_0490a7cd58,0
3003,M_ID_0491589ecf,0
3004,M_ID_04917e6d38,0
3005,M_ID_0491b33e88,0
3006,M_ID_0491c2beba,0
3007,M_ID_0491ccd14e,0
3008,M_ID_0491f13724,0
3009,M_ID_0492636079,0
3010,M_ID_0492a9ccc5,0
3011,M_ID_0492de2cb0,0
3012,M_ID_04930bdd5b,0
3013,M_ID_0493257383,0
3014,M_ID_0493cc32d7,0
3015,M_ID_04949f55ce,0
3016,M_ID_0494aa1127,0
3017,M_ID_0494cb63fe,0
3018,M_ID_04950203bd,0
3019,M_ID_0495e4df0c,0
3020,M_ID_0495fa6f60,0
3021,M_ID_04965552b9,0
3022,M_ID_0496ebb560,0
3023,M_ID_04980baafd,0
3024,M_ID_049811206b,0
3025,M_ID_049910e833,0
3026,M_ID_04992fe92c,0
3027,M_ID_0499616515,0
3028,M_ID_0499728aaf,0
3029,M_ID_04999ebc2a,0
3030,M_ID_0499d19a54,0
3031,M_ID_0499e53c21,0
3032,M_ID_049a0dfd90,0
3033,M_ID_049a200c18,0
3034,M_ID_049b41194c,0
3035,M_ID_049b767fa4,0
3036,M_ID_049cbef095,0
3037,M_ID_049d7e9df2,0
3038,M_ID_049e120aab,0
3039,M_ID_049e617bbd,0
3040,M_ID_049e91365e,0
3041,M_ID_049efb25d0,0
3042,M_ID_049f6b34d0,0
3043,M_ID_049fb87fa8,0
3044,M_ID_049fc7fb62,0
3045,M_ID_049ff5f55d,0
3046,M_ID_04a092bc4f,0
3047,M_ID_04a0abf3c7,0
3048,M_ID_04a2022337,0
3049,M_ID_04a209bbee,0
3050,M_ID_04a2291774,0
3051,M_ID_04a25c8b2c,0
3052,M_ID_04a398955a,0
3053,M_ID_04a423853c,0
3054,M_ID_04a48a0288,0
3055,M_ID_04a5995410,0
3056,M_ID_04a5bff005,0
3057,M_ID_04a5e69aa1,0
3058,M_ID_04a6104ab4,0
3059,M_ID_04a6e77ac9,0
3060,M_ID_04a711c4ab,0
3061,M_ID_04a778de29,0
3062,M_ID_04a89d76a1,0
3063,M_ID_04a9d9e01a,0
3064,M_ID_04aa43322a,0
3065,M_ID_04aa4d5225,0
3066,M_ID_04aa8ea3a5,0
3067,M_ID_04aa999dee,0
3068,M_ID_04ad29c201,0
3069,M_ID_04ad4296a5,0
3070,M_ID_04aebe82a6,0
3071,M_ID_04aec4fbe9,0
3072,M_ID_04aed7fa83,0
3073,M_ID_04af1825c9,0
3074,M_ID_04af3819d2,0
3075,M_ID_04af5ba066,0
3076,M_ID_04b03eb448,0
3077,M_ID_04b059a294,0
3078,M_ID_04b0d7ccba,0
3079,M_ID_04b118131b,0
3080,M_ID_04b1737d80,0
3081,M_ID_04b21e0617,0
3082,M_ID_04b2ba7cd2,0
3083,M_ID_04b3b38410,0
3084,M_ID_04b3b44aa7,0
3085,M_ID_04b3e69130,0
3086,M_ID_04b453cdef,0
3087,M_ID_04b465ed7d,0
3088,M_ID_04b4b08ab9,0
3089,M_ID_04b5419bc2,0
3090,M_ID_04b57d422d,0
3091,M_ID_04b60aedbc,0
3092,M_ID_04b6632d40,0
3093,M_ID_04b6cf9732,0
3094,M_ID_04b6eb8846,0
3095,M_ID_04b84aa186,0
3096,M_ID_04b8dfcfa4,0
3097,M_ID_04b98e82b8,0
3098,M_ID_04b9df420d,0
3099,M_ID_04ba15a8c8,0
3100,M_ID_04bbd962c7,0
3101,M_ID_04bbdd30be,0
3102,M_ID_04bc69fef3,0
3103,M_ID_04bc7da39a,0
3104,M_ID_04bca2169c,0
3105,M_ID_04bd14954d,0
3106,M_ID_04bdf92e09,0
3107,M_ID_04be361a52,0
3108,M_ID_04be36eee3,0
3109,M_ID_04bf81f2fb,0
3110,M_ID_04c01994f3,0
3111,M_ID_04c0a63c5e,0
3112,M_ID_04c0dd77c5,0
3113,M_ID_04c140d2b5,0
3114,M_ID_04c1581947,0
3115,M_ID_04c1fd8887,0
3116,M_ID_04c2aa400c,0
3117,M_ID_04c2c15292,0
3118,M_ID_04c2d78b2f,0
3119,M_ID_04c3bf8106,0
3120,M_ID_04c3d80e6c,0
3121,M_ID_04c3f83c72,0
3122,M_ID_04c4b14ff9,0
3123,M_ID_04c4c68d3f,0
3124,M_ID_04c4f49120,0
3125,M_ID_04c5f69ebe,0
3126,M_ID_04c60103e4,0
3127,M_ID_04c6ab2948,0
3128,M_ID_04c767447e,0
3129,M_ID_04c811601e,0
3130,M_ID_04c8641c53,0
3131,M_ID_04c8a4d34f,0
3132,M_ID_04c8db141b,0
3133,M_ID_04c8fff509,0
3134,M_ID_04c91341b2,0
3135,M_ID_04c9299d15,0
3136,M_ID_04c9752643,0
3137,M_ID_04c98083a1,0
3138,M_ID_04c9d25f93,0
3139,M_ID_04ca2ba73d,0
3140,M_ID_04cac7ea01,0
3141,M_ID_04cb1c3eb7,0
3142,M_ID_04cb21a09d,0
3143,M_ID_04cb84e4b1,0
3144,M_ID_04cd4b3ddd,0
3145,M_ID_04cdff5bf4,0
3146,M_ID_04ce047e7e,0
3147,M_ID_04ce25830c,0
3148,M_ID_04ce7fa43e,0
3149,M_ID_04ceadecca,0
3150,M_ID_04cf70e451,0
3151,M_ID_04cfc2412a,0
3152,M_ID_04d1871955,0
3153,M_ID_04d23b79ee,0
3154,M_ID_04d26a6ecb,0
3155,M_ID_04d365f79c,0
3156,M_ID_04d40bb564,0
3157,M_ID_04d4c4917e,0
3158,M_ID_04d4e1888b,0
3159,M_ID_04d5b99260,0
3160,M_ID_04d60e1f89,0
3161,M_ID_04d643ae3d,0
3162,M_ID_04d6746a82,0
3163,M_ID_04d67a623e,0
3164,M_ID_04d78dbd0e,0
3165,M_ID_04d7f95f23,0
3166,M_ID_04d81ddf82,0
3167,M_ID_04d82bcdce,0
3168,M_ID_04d84fad07,0
3169,M_ID_04d8978ccb,0
3170,M_ID_04d8e826e1,0
3171,M_ID_04d8ff5377,0
3172,M_ID_04d99091f7,0
3173,M_ID_04da76bd83,0
3174,M_ID_04da7ba41a,0
3175,M_ID_04da7bbd7e,0
3176,M_ID_04dab23b62,0
3177,M_ID_04daba2fba,0
3178,M_ID_04db26f5c0,0
3179,M_ID_04dba9476b,0
3180,M_ID_04dbef0fdf,0
3181,M_ID_04dc787c4b,0
3182,M_ID_04dd38e3bb,0
3183,M_ID_04ddbfedd2,0
3184,M_ID_04de2fd73d,0
3185,M_ID_04de9954f6,0
3186,M_ID_04df3361d9,0
3187,M_ID_04df6d4838,0
3188,M_ID_04dff5f2f6,0
3189,M_ID_04e00706b2,0
3190,M_ID_04e028294b,0
3191,M_ID_04e04e616d,0
3192,M_ID_04e0782f22,0
3193,M_ID_04e081cdea,0
3194,M_ID_04e0da12d1,0
3195,M_ID_04e1079685,0
3196,M_ID_04e12390d5,0
3197,M_ID_04e1600cd4,0
3198,M_ID_04e2294ab1,0
3199,M_ID_04e2860029,0
3200,M_ID_04e34dd0c0,0
3201,M_ID_04e3a88e8f,0
3202,M_ID_04e4b6c1da,0
3203,M_ID_04e580bad1,0
3204,M_ID_04e64e6d5f,0
3205,M_ID_04e66b1712,0
3206,M_ID_04e6861f8f,0
3207,M_ID_04e7ed2a24,0
3208,M_ID_04e825feb7,0
3209,M_ID_04e8309cc3,0
3210,M_ID_04e85a3267,0
3211,M_ID_04e8a4eaae,0
3212,M_ID_04e8e79311,0
3213,M_ID_04e96b3259,0
3214,M_ID_04e9be70b8,0
3215,M_ID_04e9f7c6ec,0
3216,M_ID_04ea12b399,0
3217,M_ID_04ea3771a3,0
3218,M_ID_04ea9db133,0
3219,M_ID_04eb135fba,0
3220,M_ID_04eb3f67cb,0
3221,M_ID_04eb43f35c,0
3222,M_ID_04eb6a6605,0
3223,M_ID_04ebad91c7,0
3224,M_ID_04ec231f2e,0
3225,M_ID_04ec88f8ab,0
3226,M_ID_04ede5890d,0
3227,M_ID_04edffb751,0
3228,M_ID_04ee1a3a59,0
3229,M_ID_04eebea66b,0
3230,M_ID_04eeff05b7,0
3231,M_ID_04ef63e6f1,0
3232,M_ID_04ef6f1863,0
3233,M_ID_04ef95d5b9,0
3234,M_ID_04f05d1dff,0
3235,M_ID_04f073e588,0
3236,M_ID_04f0c3f368,0
3237,M_ID_04f0d4dff7,0
3238,M_ID_04f17b66d4,0
3239,M_ID_04f180dd52,0
3240,M_ID_04f1f3e573,0
3241,M_ID_04f2114701,0
3242,M_ID_04f3624141,0
3243,M_ID_04f3b979f5,0
3244,M_ID_04f527e42b,0
3245,M_ID_04f538c4d6,0
3246,M_ID_04f574e119,0
3247,M_ID_04f600a375,0
3248,M_ID_04f72a6709,0
3249,M_ID_04f72cb7d4,0
3250,M_ID_04f74920e4,0
3251,M_ID_04f79a0a53,0
3252,M_ID_04f7aa137d,0
3253,M_ID_04f7b1bcee,0
3254,M_ID_04f80a7c00,0
3255,M_ID_04f8156207,0
3256,M_ID_04f82ef04f,0
3257,M_ID_04f86d38fd,0
3258,M_ID_04f875f408,0
3259,M_ID_04f8d61ecb,0
3260,M_ID_04f9133dd3,0
3261,M_ID_04f9636a58,0
3262,M_ID_04f9a87192,0
3263,M_ID_04f9b58915,0
3264,M_ID_04fa857e9d,0
3265,M_ID_04faf0b60c,0
3266,M_ID_04fb2db565,0
3267,M_ID_04fb74fe28,0
3268,M_ID_04fbc98d13,0
3269,M_ID_04fbe866d5,0
3270,M_ID_04fca50270,0
3271,M_ID_04fcc1bc15,0
3272,M_ID_04fcd3edd0,0
3273,M_ID_04fcded7d3,0
3274,M_ID_04fd4980b9,0
3275,M_ID_04fd6dbd92,0
3276,M_ID_04fda29ccf,0
3277,M_ID_04fe21e349,0
3278,M_ID_04fe893973,0
3279,M_ID_04fef5d623,0
3280,M_ID_04ff087bcb,0
3281,M_ID_05000fcd81,0
3282,M_ID_0500147d97,0
3283,M_ID_05007b5092,0
3284,M_ID_0500a062f0,0
3285,M_ID_05017552a0,0
3286,M_ID_05018e6ed7,0
3287,M_ID_050230343f,0
3288,M_ID_0502315e92,0
3289,M_ID_0502e2b21c,0
3290,M_ID_050343be7c,0
3291,M_ID_0503ec09bd,0
3292,M_ID_0503f1c8a8,0
3293,M_ID_05040b1540,0
3294,M_ID_05044c1a3b,0
3295,M_ID_05049a174c,0
3296,M_ID_05057e640d,0
3297,M_ID_0505af3b2a,0
3298,M_ID_05074f51d0,0
3299,M_ID_0507774d27,0
3300,M_ID_0507c7038f,0
3301,M_ID_0507cb7565,0
3302,M_ID_0507fd18aa,0
3303,M_ID_0508102b13,0
3304,M_ID_0508219980,0
3305,M_ID_050856ac31,0
3306,M_ID_0508871fd6,0
3307,M_ID_05092ee299,0
3308,M_ID_050970b4cf,0
3309,M_ID_0509e6f375,0
3310,M_ID_050a07f9e9,0
3311,M_ID_050a3bf9c4,0
3312,M_ID_050a78eb7b,0
3313,M_ID_050ba19e88,0
3314,M_ID_050bd83c51,0
3315,M_ID_050c343c27,0
3316,M_ID_050c5a3231,0
3317,M_ID_050c69ad08,0
3318,M_ID_050cb2af33,0
3319,M_ID_050d5aa228,0
3320,M_ID_050da60e48,0
3321,M_ID_050de58e28,0
3322,M_ID_050e15f504,0
3323,M_ID_050e1a7490,0
3324,M_ID_050e28ea65,0
3325,M_ID_050e436c50,0
3326,M_ID_050e47c3d3,0
3327,M_ID_050e491716,0
3328,M_ID_050e69de31,0
3329,M_ID_050ffdbd14,0
3330,M_ID_0510295451,0
3331,M_ID_05102b465e,0
3332,M_ID_0510aa91d6,0
3333,M_ID_0511958440,0
3334,M_ID_0511aed3ed,0
3335,M_ID_0512b5f368,0
3336,M_ID_05135428ce,0
3337,M_ID_05137e4cf0,0
3338,M_ID_051385a3b7,0
3339,M_ID_051388b224,0
3340,M_ID_0514711a90,0
3341,M_ID_0514c51158,0
3342,M_ID_0514da3b35,0
3343,M_ID_05153c483f,0
3344,M_ID_051581ef6a,0
3345,M_ID_05159bd2a2,0
3346,M_ID_05173a8026,0
3347,M_ID_05174a7713,0
3348,M_ID_0517567375,0
3349,M_ID_0517ad1142,0
3350,M_ID_0518183607,0
3351,M_ID_051831245a,0
3352,M_ID_0519108592,0
3353,M_ID_051969e556,0
3354,M_ID_05198f5f0b,0
3355,M_ID_0519daff6b,0
3356,M_ID_051a3cc088,0
3357,M_ID_051a99b7d1,0
3358,M_ID_051aab3dbc,0
3359,M_ID_051abc0b6c,0
3360,M_ID_051b1739ea,0
3361,M_ID_051b9243b6,0
3362,M_ID_051c19a68c,0
3363,M_ID_051c3baad8,0
3364,M_ID_051caee436,0
3365,M_ID_051d0352f1,0
3366,M_ID_051d35406d,0
3367,M_ID_051d7502b9,0
3368,M_ID_051df9218b,0
3369,M_ID_051ea647ad,0
3370,M_ID_051eacb2a3,0
3371,M_ID_051eb81515,0
3372,M_ID_051f1868fb,0
3373,M_ID_051f5226e3,0
3374,M_ID_05202350bd,0
3375,M_ID_05210c6130,0
3376,M_ID_0521896894,0
3377,M_ID_0521d64713,0
3378,M_ID_0522fecd5d,0
3379,M_ID_05233b0de7,0
3380,M_ID_052477d38e,0
3381,M_ID_0524c88bec,0
3382,M_ID_0526eba8fc,0
3383,M_ID_0527124858,0
3384,M_ID_05277a982a,0
3385,M_ID_05278072f5,0
3386,M_ID_0527d0f52d,0
3387,M_ID_052922eeea,0
3388,M_ID_052938fe31,0
3389,M_ID_0529676789,0
3390,M_ID_052976ced6,0
3391,M_ID_05297e2226,0
3392,M_ID_052a5c671b,0
3393,M_ID_052ab90cdd,0
3394,M_ID_052ad4f1a3,0
3395,M_ID_052bdaaf12,0
3396,M_ID_052c1838cb,0
3397,M_ID_052c2199a0,0
3398,M_ID_052ccc61ef,0
3399,M_ID_052d3509e5,0
3400,M_ID_052da7435c,0
3401,M_ID_052ef7990d,0
3402,M_ID_052ff622f4,0
3403,M_ID_05308932f2,0
3404,M_ID_0530bf38f3,0
3405,M_ID_0530d6a11e,0
3406,M_ID_0530d720de,0
3407,M_ID_053131e8d5,0
3408,M_ID_053171ecc3,0
3409,M_ID_05319b239e,0
3410,M_ID_05319d32e2,0
3411,M_ID_05323a6623,0
3412,M_ID_05324b8411,0
3413,M_ID_0532ccf698,0
3414,M_ID_053395d9a4,0
3415,M_ID_053439e5e9,0
3416,M_ID_05346dcee1,0
3417,M_ID_0534e4f206,0
3418,M_ID_05350782d5,0
3419,M_ID_0535111f0f,0
3420,M_ID_0535d63050,0
3421,M_ID_0535ef73d4,0
3422,M_ID_05363f7093,0
3423,M_ID_053736287e,0
3424,M_ID_053763ef5c,0
3425,M_ID_053796cb1d,0
3426,M_ID_05384a911f,0
3427,M_ID_05385a59a2,0
3428,M_ID_05385e2125,0
3429,M_ID_053863dfd3,0
3430,M_ID_053870910c,0
3431,M_ID_053873f6a6,0
3432,M_ID_05393ed5e8,0
3433,M_ID_053950e851,0
3434,M_ID_0539d61d9f,0
3435,M_ID_053a351615,0
3436,M_ID_053a74bd10,0
3437,M_ID_053afe4c67,0
3438,M_ID_053bfef1a9,0
3439,M_ID_053cdff0ed,0
3440,M_ID_053cff0f7e,0
3441,M_ID_053d093d70,0
3442,M_ID_053d3278dc,0
3443,M_ID_053d4a636f,0
3444,M_ID_053d53e1f6,0
3445,M_ID_053d6edc9f,0
3446,M_ID_053d9da8ea,0
3447,M_ID_053e1ab7a4,0
3448,M_ID_053e977434,0
3449,M_ID_053e9e0dd4,0
3450,M_ID_053fa252b9,0
3451,M_ID_053fc1a7ce,0
3452,M_ID_05400e2701,0
3453,M_ID_054064f2e9,0
3454,M_ID_054110dc22,0
3455,M_ID_05414832da,0
3456,M_ID_05418c039e,0
3457,M_ID_0542010e62,0
3458,M_ID_05420409e2,0
3459,M_ID_054266595d,0
3460,M_ID_0542836aa5,0
3461,M_ID_0542d7a9fe,0
3462,M_ID_0542de1bf6,0
3463,M_ID_05434f83e5,0
3464,M_ID_05438f12ac,0
3465,M_ID_0544c5a916,0
3466,M_ID_0544d16f26,0
3467,M_ID_0544d46ab8,0
3468,M_ID_0544e1a335,0
3469,M_ID_0545318d6c,0
3470,M_ID_054555c2bd,0
3471,M_ID_054600d9e9,0
3472,M_ID_05460ce2f7,0
3473,M_ID_0546122c61,0
3474,M_ID_054618a603,0
3475,M_ID_0546281dac,0
3476,M_ID_05466b7d98,0
3477,M_ID_05471f1708,0
3478,M_ID_05474e47e0,0
3479,M_ID_0547646fd4,0
3480,M_ID_0547d46f2d,0
3481,M_ID_0548250144,0
3482,M_ID_054842eaed,0
3483,M_ID_0548a68116,0
3484,M_ID_0548d7a3d9,0
3485,M_ID_0549b305f9,0
3486,M_ID_054aa0b480,0
3487,M_ID_054af44c62,0
3488,M_ID_054b23031a,0
3489,M_ID_054b3101d0,0
3490,M_ID_054b4c8f2a,0
3491,M_ID_054b793aa1,0
3492,M_ID_054bbf83ee,0
3493,M_ID_054bc7e0b2,0
3494,M_ID_054bdd0947,0
3495,M_ID_054ccf743f,0
3496,M_ID_054d304bc0,0
3497,M_ID_054d95ff37,0
3498,M_ID_054ddb53e4,0
3499,M_ID_054e02702b,0
3500,M_ID_054e21a062,0
3501,M_ID_054fd1bf36,0
3502,M_ID_05500aa1ee,0
3503,M_ID_0550596e21,0
3504,M_ID_05507cc464,0
3505,M_ID_0550d701b5,0
3506,M_ID_0551ee60e9,0
3507,M_ID_0552131eb7,0
3508,M_ID_05523b005c,0
3509,M_ID_055271c622,0
3510,M_ID_055279e5e4,0
3511,M_ID_0552ce4c83,0
3512,M_ID_055353b5a2,0
3513,M_ID_0553aa5c73,0
3514,M_ID_0554ffe4c5,0
3515,M_ID_055537322a,0
3516,M_ID_055568a9c4,0
3517,M_ID_05558ed85b,0
3518,M_ID_05561963a2,0
3519,M_ID_05561c01d9,0
3520,M_ID_0556cbbd27,0
3521,M_ID_0556cbdf90,0
3522,M_ID_055731fe19,0
3523,M_ID_05575e134a,0
3524,M_ID_0557cc1994,0
3525,M_ID_0557d40aed,0
3526,M_ID_0558c650c3,0
3527,M_ID_0559488bb0,0
3528,M_ID_05594923b2,0
3529,M_ID_055951ff58,0
3530,M_ID_0559706b0a,0
3531,M_ID_0559bf8cc2,0
3532,M_ID_0559d949ff,0
3533,M_ID_055a3a2367,0
3534,M_ID_055aa6eeb9,0
3535,M_ID_055af1e313,0
3536,M_ID_055b3ab54a,0
3537,M_ID_055b9f21fe,0
3538,M_ID_055c18143d,0
3539,M_ID_055c6f97f0,0
3540,M_ID_055d1281c4,0
3541,M_ID_055d55f0ab,0
3542,M_ID_055d8a2326,0
3543,M_ID_055dbb7d6c,0
3544,M_ID_055dce52a4,0
3545,M_ID_055e86afd1,0
3546,M_ID_055f1c6b92,0
3547,M_ID_055f33bdb3,0
3548,M_ID_055f46cbce,0
3549,M_ID_055f473cd0,0
3550,M_ID_055f9f5f4b,0
3551,M_ID_055fc02f15,0
3552,M_ID_055fdbfa09,0
3553,M_ID_05603b335c,0
3554,M_ID_05603ea2b0,0
3555,M_ID_0560676c5b,0
3556,M_ID_05607482fd,0
3557,M_ID_0560984580,0
3558,M_ID_0560d4f6e2,0
3559,M_ID_05610391c1,0
3560,M_ID_056160dc37,0
3561,M_ID_056338fc6c,0
3562,M_ID_05634c82e9,0
3563,M_ID_05635ae4b8,0
3564,M_ID_056379e0ca,0
3565,M_ID_0563b070a8,0
3566,M_ID_05649ca166,0
3567,M_ID_0564bcac46,0
3568,M_ID_0564edaaa8,0
3569,M_ID_0564f8241d,0
3570,M_ID_056580c135,0
3571,M_ID_0565851e7d,0
3572,M_ID_0565a3fc1f,0
3573,M_ID_056600533b,0
3574,M_ID_05661b1c3e,0
3575,M_ID_056635b4d0,0
3576,M_ID_05665b40f0,0
3577,M_ID_0566d2a906,0
3578,M_ID_0566e831fc,0
3579,M_ID_0567de86b5,0
3580,M_ID_0568b3f924,0
3581,M_ID_0568b74e1f,0
3582,M_ID_0568db18d5,0
3583,M_ID_0568ed3cfa,0
3584,M_ID_0568f844f2,0
3585,M_ID_0569aa7f32,0
3586,M_ID_0569d18c45,0
3587,M_ID_0569f80839,0
3588,M_ID_056a1b165a,0
3589,M_ID_056a1e3cd2,0
3590,M_ID_056a2407ad,0
3591,M_ID_056b229f4d,0
3592,M_ID_056bbe5a5b,0
3593,M_ID_056be39f91,0
3594,M_ID_056cd10635,0
3595,M_ID_056d279c65,0
3596,M_ID_056d51c6b7,0
3597,M_ID_056d6d25d3,0
3598,M_ID_056dfbc8e5,0
3599,M_ID_056e052932,0
3600,M_ID_056e076a41,0
3601,M_ID_056e13cf7c,0
3602,M_ID_056e239148,0
3603,M_ID_056e649301,0
3604,M_ID_056ec9cb4c,0
3605,M_ID_056f645364,0
3606,M_ID_0570153018,0
3607,M_ID_057039935b,0
3608,M_ID_057056f55b,0
3609,M_ID_05707a8fa9,0
3610,M_ID_0570b6274b,0
3611,M_ID_0570d86cda,0
3612,M_ID_05716890bb,0
3613,M_ID_05718648a7,0
3614,M_ID_0571f3a385,0
3615,M_ID_0571fd3d94,0
3616,M_ID_05720bd473,0
3617,M_ID_0572178b2b,0
3618,M_ID_0572e97779,0
3619,M_ID_057354f222,0
3620,M_ID_0574142fe8,0
3621,M_ID_0575f931f8,0
3622,M_ID_05761dbdb5,0
3623,M_ID_0576352aa7,0
3624,M_ID_0576bdff65,0
3625,M_ID_0577638831,0
3626,M_ID_05779a2783,0
3627,M_ID_05779e7ec4,0
3628,M_ID_0577b6df09,0
3629,M_ID_0577b78101,0
3630,M_ID_0577d081af,0
3631,M_ID_0577febc20,0
3632,M_ID_05784cf5f8,0
3633,M_ID_0578e09d89,0
3634,M_ID_0579448868,0
3635,M_ID_057a036d95,0
3636,M_ID_057a205411,0
3637,M_ID_057a61387d,0
3638,M_ID_057b38fe48,0
3639,M_ID_057b8b14b9,0
3640,M_ID_057c586f3e,0
3641,M_ID_057cbf3730,0
3642,M_ID_057d3cbd99,0
3643,M_ID_057db40d53,0
3644,M_ID_057dcfc8f3,0
3645,M_ID_057de173a9,0
3646,M_ID_057e2816c4,0
3647,M_ID_057e5814a1,0
3648,M_ID_057efc83ed,0
3649,M_ID_057f445347,0
3650,M_ID_057f53d111,0
3651,M_ID_057f628b3b,0
3652,M_ID_057f772b41,0
3653,M_ID_057fe3b914,0
