,merchant_id,Cluster_k3_DB
7766,M_ID_0c4b4a25f7,1
7767,M_ID_0c4b4e96e8,1
7768,M_ID_0c4b89fc10,1
7769,M_ID_0c4b8fea81,1
7770,M_ID_0c4c0a2885,1
7771,M_ID_0c4c10a60b,1
7772,M_ID_0c4c451f12,1
7773,M_ID_0c4ca3b765,1
7774,M_ID_0c4dedf00a,1
7775,M_ID_0c4e160ed9,0
7776,M_ID_0c4eb69d36,1
7777,M_ID_0c502d5e66,1
7778,M_ID_0c504a440f,1
7779,M_ID_0c50a4aded,1
7780,M_ID_0c50ceffcc,1
7781,M_ID_0c5163c583,1
7782,M_ID_0c51829928,1
7783,M_ID_0c519eacde,1
7784,M_ID_0c519f452e,1
7785,M_ID_0c51bdccbd,1
7786,M_ID_0c5239e8b4,1
7787,M_ID_0c52823e46,1
7788,M_ID_0c529e8225,1
7789,M_ID_0c52bef280,1
7790,M_ID_0c52d65c65,1
7791,M_ID_0c53521c53,1
7792,M_ID_0c536bbef2,1
7793,M_ID_0c537bc46f,1
7794,M_ID_0c53be799e,1
7795,M_ID_0c54c545e1,1
7796,M_ID_0c55207037,1
7797,M_ID_0c55dd905c,1
7798,M_ID_0c560031b5,1
7799,M_ID_0c562822a4,1
7800,M_ID_0c56be775e,1
7801,M_ID_0c578480eb,1
7802,M_ID_0c58800167,1
7803,M_ID_0c58b6947d,1
7804,M_ID_0c58c581a6,1
7805,M_ID_0c5934d614,1
7806,M_ID_0c5947b99d,1
7807,M_ID_0c598f3ccc,1
7808,M_ID_0c59e8e459,1
7809,M_ID_0c5a25e04c,1
7810,M_ID_0c5ab68454,1
7811,M_ID_0c5b3b5fb8,1
7812,M_ID_0c5c87ce24,1
7813,M_ID_0c5d728dee,1
7814,M_ID_0c5de0884a,1
7815,M_ID_0c5dfaa4f0,1
7816,M_ID_0c5e74b5a2,1
7817,M_ID_0c5f6f51bf,1
7818,M_ID_0c5f9446d6,1
7819,M_ID_0c606c91dd,1
7820,M_ID_0c60d2633b,1
7821,M_ID_0c61de1c62,1
7822,M_ID_0c62258ff0,1
7823,M_ID_0c62cbd1c3,1
7824,M_ID_0c62e9d8fb,1
7825,M_ID_0c638b5423,1
7826,M_ID_0c639d79a7,1
7827,M_ID_0c63fafea5,1
7828,M_ID_0c657c2953,1
7829,M_ID_0c6594d07b,1
7830,M_ID_0c65aa75a4,1
7831,M_ID_0c65c2a719,1
7832,M_ID_0c65c3f04c,1
7833,M_ID_0c65d8b3d3,1
7834,M_ID_0c66135976,1
7835,M_ID_0c665802df,1
7836,M_ID_0c672742a9,1
7837,M_ID_0c68f7f6a3,1
7838,M_ID_0c68fa1c8a,1
7839,M_ID_0c6992d254,1
7840,M_ID_0c69968ff2,1
7841,M_ID_0c6a2d1f4c,1
7842,M_ID_0c6aace37a,1
7843,M_ID_0c6abbcfe3,1
7844,M_ID_0c6ae64602,1
7845,M_ID_0c6b0061bf,1
7846,M_ID_0c6b2f02c6,1
7847,M_ID_0c6be8a6f3,1
7848,M_ID_0c6c0a19f1,1
7849,M_ID_0c6d8c8255,1
7850,M_ID_0c6d9eac3d,1
7851,M_ID_0c6da71af9,1
7852,M_ID_0c6e5611ad,1
7853,M_ID_0c6ecc20b1,1
7854,M_ID_0c6f0fd23a,1
7855,M_ID_0c6f87c835,1
7856,M_ID_0c6fdd8558,1
7857,M_ID_0c7132efad,1
7858,M_ID_0c71a42c82,1
7859,M_ID_0c71cf6e6f,1
7860,M_ID_0c720f0bc5,1
7861,M_ID_0c7292c8c5,1
7862,M_ID_0c72c8c138,1
7863,M_ID_0c72ff1c5b,1
7864,M_ID_0c73e116bc,1
7865,M_ID_0c74e5b9c4,1
7866,M_ID_0c757e077c,1
7867,M_ID_0c75db79ca,1
7868,M_ID_0c76430170,1
7869,M_ID_0c76686364,1
7870,M_ID_0c76b6fc11,1
7871,M_ID_0c787b889e,1
7872,M_ID_0c78992382,1
7873,M_ID_0c78cf2cb8,1
7874,M_ID_0c792d3700,1
7875,M_ID_0c7a29dbc1,1
7876,M_ID_0c7a52d5b8,1
7877,M_ID_0c7a61e9d6,1
7878,M_ID_0c7a8bb854,1
7879,M_ID_0c7aab31a9,1
7880,M_ID_0c7b8adebc,1
7881,M_ID_0c7b8c8631,1
7882,M_ID_0c7b94f139,1
7883,M_ID_0c7bc711eb,1
7884,M_ID_0c7cf14bdf,1
7885,M_ID_0c7d0da2fe,1
7886,M_ID_0c7d6f7d62,1
7887,M_ID_0c7e2de792,1
7888,M_ID_0c7e3fe5d8,1
7889,M_ID_0c7e5c4684,1
7890,M_ID_0c7e5c9d55,1
7891,M_ID_0c7f16abcc,1
7892,M_ID_0c7fc7c92e,1
7893,M_ID_0c802becc8,1
7894,M_ID_0c804b05d7,1
7895,M_ID_0c81b902a9,1
7896,M_ID_0c8301c663,1
7897,M_ID_0c8416ff86,1
7898,M_ID_0c845c643b,1
7899,M_ID_0c84794520,1
7900,M_ID_0c850a9cb5,1
7901,M_ID_0c859ee830,1
7902,M_ID_0c85a23566,1
7903,M_ID_0c876556ff,1
7904,M_ID_0c8779d4f4,1
7905,M_ID_0c87de065d,1
7906,M_ID_0c87eb65e2,1
7907,M_ID_0c88523227,1
7908,M_ID_0c8891e37e,1
7909,M_ID_0c88de91c6,1
7910,M_ID_0c88eb9dc3,1
7911,M_ID_0c890997dc,1
7912,M_ID_0c8a80dad4,1
7913,M_ID_0c8a871869,1
7914,M_ID_0c8a904a88,1
7915,M_ID_0c8ab4fac2,1
7916,M_ID_0c8ac9ef24,1
7917,M_ID_0c8b71174e,1
7918,M_ID_0c8cd20314,1
7919,M_ID_0c8ce496f0,1
7920,M_ID_0c8d26544d,1
7921,M_ID_0c8dc2d1cf,1
7922,M_ID_0c8e48acac,1
7923,M_ID_0c8e94508c,1
7924,M_ID_0c8ee95372,1
7925,M_ID_0c8f081cf0,1
7926,M_ID_0c8fe1cc0a,1
7927,M_ID_0c905e36f0,1
7928,M_ID_0c913b8352,1
7929,M_ID_0c915bc75a,1
7930,M_ID_0c9308d445,1
7931,M_ID_0c93ff8de8,1
7932,M_ID_0c956b556c,1
7933,M_ID_0c95aa975a,1
7934,M_ID_0c9616eff7,1
7935,M_ID_0c96651334,1
7936,M_ID_0c96bb67ba,1
7937,M_ID_0c97125f25,1
7938,M_ID_0c97e9a802,1
7939,M_ID_0c9839f7c7,1
7940,M_ID_0c98540ebd,1
7941,M_ID_0c98697df6,1
7942,M_ID_0c98cb094b,1
7943,M_ID_0c9910e28a,1
7944,M_ID_0c99c0eb69,1
7945,M_ID_0c9a02221b,1
7946,M_ID_0c9c0f995f,1
7947,M_ID_0c9c35ea43,1
7948,M_ID_0c9cb35dfa,1
7949,M_ID_0c9e8de82b,1
7950,M_ID_0c9f2e2dc2,1
7951,M_ID_0c9f491b24,1
7952,M_ID_0c9fb8f336,1
7953,M_ID_0ca004bd98,1
7954,M_ID_0ca0d3f07e,1
7955,M_ID_0ca16c33ba,1
7956,M_ID_0ca2a07c27,1
7957,M_ID_0ca2d122de,1
7958,M_ID_0ca32d6062,1
7959,M_ID_0ca3426c76,1
7960,M_ID_0ca351ef70,1
7961,M_ID_0ca5344150,1
7962,M_ID_0ca57072b9,1
7963,M_ID_0ca6d2d224,1
7964,M_ID_0ca6ebf02f,1
7965,M_ID_0ca6fa0924,1
7966,M_ID_0ca81e83f7,1
7967,M_ID_0ca8546a04,1
7968,M_ID_0caade81b1,1
7969,M_ID_0cab8c7d62,1
7970,M_ID_0cac042470,1
7971,M_ID_0cac070fc0,1
7972,M_ID_0cad771379,1
7973,M_ID_0cada6e24e,1
7974,M_ID_0cadca2cf4,1
7975,M_ID_0cade3b27c,1
7976,M_ID_0cadecad55,1
7977,M_ID_0caf190a7d,1
7978,M_ID_0caf7d7f27,1
7979,M_ID_0cb10f0c88,1
7980,M_ID_0cb18dd3de,1
7981,M_ID_0cb1c235b5,1
7982,M_ID_0cb1e3dbf3,1
7983,M_ID_0cb223f994,0
7984,M_ID_0cb22f5313,1
7985,M_ID_0cb26f8e78,1
7986,M_ID_0cb335ed93,1
7987,M_ID_0cb34deadd,1
7988,M_ID_0cb3551688,1
7989,M_ID_0cb41a974a,1
7990,M_ID_0cb49a2db1,1
7991,M_ID_0cb4af0fca,1
7992,M_ID_0cb4eb8d81,1
7993,M_ID_0cb4fb3e49,1
7994,M_ID_0cb540c0cd,1
7995,M_ID_0cb58c31ce,1
7996,M_ID_0cb5d6fe44,1
7997,M_ID_0cb621e969,1
7998,M_ID_0cb6f7b8e4,1
7999,M_ID_0cb8d18a23,1
8000,M_ID_0cb9447c8a,1
8001,M_ID_0cbaa594d8,1
8002,M_ID_0cbb257628,1
8003,M_ID_0cbbd8ea51,1
8004,M_ID_0cbd1c8e2d,1
8005,M_ID_0cbda95e40,1
8006,M_ID_0cbe7e6038,1
8007,M_ID_0cbf82b7bc,1
8008,M_ID_0cc00deec4,1
8009,M_ID_0cc088e139,1
8010,M_ID_0cc1afe35f,1
8011,M_ID_0cc24655b7,1
8012,M_ID_0cc2a3d971,1
8013,M_ID_0cc326d36d,1
8014,M_ID_0cc338cf5b,1
8015,M_ID_0cc38b6eac,1
8016,M_ID_0cc496e8ef,1
8017,M_ID_0cc5142246,1
8018,M_ID_0cc5318f1b,1
8019,M_ID_0cc550ee2c,1
8020,M_ID_0cc57b00ec,1
8021,M_ID_0cc596ac8f,1
8022,M_ID_0cc5a3e943,1
8023,M_ID_0cc5d735de,1
8024,M_ID_0cc6ad6d43,1
8025,M_ID_0cc6f4067d,1
8026,M_ID_0cc80a799c,1
8027,M_ID_0cc8339f13,1
8028,M_ID_0cc88ab667,1
8029,M_ID_0cc8f56f22,1
8030,M_ID_0cc9722945,1
8031,M_ID_0cc9aa47a8,1
8032,M_ID_0cc9c77625,1
8033,M_ID_0cc9c7981d,1
8034,M_ID_0cc9eab0fb,1
8035,M_ID_0cca239fda,0
8036,M_ID_0ccb470cb1,1
8037,M_ID_0ccbf7ee37,1
8038,M_ID_0ccc055e66,1
8039,M_ID_0ccc553e50,1
8040,M_ID_0cccc98bd4,1
8041,M_ID_0ccd07786a,1
8042,M_ID_0ccd2600e1,1
8043,M_ID_0cce02c37e,1
8044,M_ID_0cce64750b,1
8045,M_ID_0ccec3c721,1
8046,M_ID_0cd0ac2054,1
8047,M_ID_0cd1ade950,1
8048,M_ID_0cd201f43c,1
8049,M_ID_0cd280cb50,1
8050,M_ID_0cd356baef,1
8051,M_ID_0cd3be9ec8,1
8052,M_ID_0cd41198b2,1
8053,M_ID_0cd4f28f04,1
8054,M_ID_0cd5919754,1
8055,M_ID_0cd5cc1027,1
8056,M_ID_0cd608684e,1
8057,M_ID_0cd6653a60,1
8058,M_ID_0cd744e236,1
8059,M_ID_0cd74adde3,1
8060,M_ID_0cd77b85b4,1
8061,M_ID_0cd77f2f48,1
8062,M_ID_0cd785d1ec,1
8063,M_ID_0cd79470b5,1
8064,M_ID_0cd8240a9b,1
8065,M_ID_0cd8262f07,0
8066,M_ID_0cd8791b2d,1
8067,M_ID_0cd87c939a,1
8068,M_ID_0cd8b39576,1
8069,M_ID_0cd93160ed,1
8070,M_ID_0cda32d4f8,1
8071,M_ID_0cda98fd6a,0
8072,M_ID_0cdb69bb93,1
8073,M_ID_0cdc4b49ae,1
8074,M_ID_0cdc842471,1
8075,M_ID_0cdc8ba93a,1
8076,M_ID_0cdccf0c10,1
8077,M_ID_0cddba7e86,1
8078,M_ID_0cdeef98cd,1
8079,M_ID_0cdf25ee34,1
8080,M_ID_0cdf3177fa,1
8081,M_ID_0ce05aa4a9,1
8082,M_ID_0ce13192a3,1
8083,M_ID_0ce13f17ca,1
8084,M_ID_0ce176b3fe,1
8085,M_ID_0ce1a466c2,1
8086,M_ID_0ce1af8844,1
8087,M_ID_0ce25a19b0,1
8088,M_ID_0ce2871cff,1
8089,M_ID_0ce2cfae3b,1
8090,M_ID_0ce2df8807,0
8091,M_ID_0ce2fe2dd5,1
8092,M_ID_0ce310161d,1
8093,M_ID_0ce43f73d0,1
8094,M_ID_0ce4a79b5a,1
8095,M_ID_0ce555b704,1
8096,M_ID_0ce55d2a20,1
8097,M_ID_0ce5a90616,1
8098,M_ID_0ce70f83c5,1
8099,M_ID_0ce715ba53,1
8100,M_ID_0ce7206e07,1
8101,M_ID_0ce72aa177,1
8102,M_ID_0ce7a83263,1
8103,M_ID_0ce7c954ba,1
8104,M_ID_0ce888cadf,1
8105,M_ID_0ce8c0e79b,1
8106,M_ID_0ce8c17de4,1
8107,M_ID_0ce9023168,1
8108,M_ID_0ce933e580,1
8109,M_ID_0ce9966ef6,1
8110,M_ID_0ce9a719d8,1
8111,M_ID_0cea4713d9,1
8112,M_ID_0cea4ebf6b,1
8113,M_ID_0cea7de27b,1
8114,M_ID_0cea931ff8,1
8115,M_ID_0ceba44a62,1
8116,M_ID_0cebcb9435,1
8117,M_ID_0cecd2f04e,1
8118,M_ID_0ced067603,1
8119,M_ID_0ced55cffe,1
8120,M_ID_0ced599e15,1
8121,M_ID_0cee93984e,1
8122,M_ID_0ceeb35205,1
8123,M_ID_0cef1b2a63,1
8124,M_ID_0cef481b3b,1
8125,M_ID_0cef5c8caa,1
8126,M_ID_0cef8bd374,1
8127,M_ID_0cf0164bd7,1
8128,M_ID_0cf1464c38,1
8129,M_ID_0cf1bcf51b,2
8130,M_ID_0cf1eec32f,1
8131,M_ID_0cf2a9dd23,1
8132,M_ID_0cf3122610,1
8133,M_ID_0cf374963c,1
8134,M_ID_0cf381c91b,1
8135,M_ID_0cf38e7340,1
8136,M_ID_0cf3b6178a,1
8137,M_ID_0cf3db333b,1
8138,M_ID_0cf3ff1db5,1
8139,M_ID_0cf42fb884,1
8140,M_ID_0cf4494bb2,1
8141,M_ID_0cf47be8bc,1
8142,M_ID_0cf48c5583,1
8143,M_ID_0cf5486a9f,1
8144,M_ID_0cf58f935b,1
8145,M_ID_0cf5c9841e,1
8146,M_ID_0cf762c6f4,1
8147,M_ID_0cf7678015,1
8148,M_ID_0cf76990e6,1
8149,M_ID_0cf796b27c,1
8150,M_ID_0cf7b22273,1
8151,M_ID_0cf8d8a7f1,1
8152,M_ID_0cf993c83e,1
8153,M_ID_0cf9abb0dd,1
8154,M_ID_0cf9b5d781,1
8155,M_ID_0cfa16722a,1
8156,M_ID_0cfa2d329b,1
8157,M_ID_0cfa53437b,1
8158,M_ID_0cfa66928a,1
8159,M_ID_0cfda59231,1
8160,M_ID_0cfdd5821c,1
8161,M_ID_0cfde2cf59,1
8162,M_ID_0cfe4d0501,1
8163,M_ID_0cfe57abd4,1
8164,M_ID_0cfe7c9097,1
8165,M_ID_0cfecd9f12,1
8166,M_ID_0d0025c5b0,1
8167,M_ID_0d004d4c12,1
8168,M_ID_0d007a03eb,1
8169,M_ID_0d01a1d74a,1
8170,M_ID_0d01c34455,1
8171,M_ID_0d0237a4b8,1
8172,M_ID_0d02589e86,1
8173,M_ID_0d02c156bf,1
8174,M_ID_0d02df11ff,1
8175,M_ID_0d02e28ce8,1
8176,M_ID_0d02f3a1cf,0
8177,M_ID_0d033630bc,1
8178,M_ID_0d0395af97,1
8179,M_ID_0d03c09837,1
8180,M_ID_0d03cec614,1
8181,M_ID_0d03e327a5,1
8182,M_ID_0d058fbbc2,1
8183,M_ID_0d06dcc11d,1
8184,M_ID_0d06eeac1d,1
8185,M_ID_0d0817a4ce,1
8186,M_ID_0d08d13bec,1
8187,M_ID_0d09288d0b,1
8188,M_ID_0d09456040,1
8189,M_ID_0d09da9c73,1
8190,M_ID_0d0a17ba35,1
8191,M_ID_0d0b48f220,1
8192,M_ID_0d0b703304,1
8193,M_ID_0d0b774ef4,1
8194,M_ID_0d0bf47e13,1
8195,M_ID_0d0bf67022,1
8196,M_ID_0d0c10a408,1
8197,M_ID_0d0c1bb100,1
8198,M_ID_0d0c4c4105,1
8199,M_ID_0d0cae878b,1
8200,M_ID_0d0cc0dafa,1
8201,M_ID_0d0cdf161d,1
8202,M_ID_0d0cf60165,1
8203,M_ID_0d0d08823d,1
8204,M_ID_0d0d3f538f,1
8205,M_ID_0d0daac5fe,1
8206,M_ID_0d0e2de289,1
8207,M_ID_0d0e74870f,1
8208,M_ID_0d0e81f4be,1
8209,M_ID_0d0e828f7c,1
8210,M_ID_0d1013ec34,1
8211,M_ID_0d103711a5,1
8212,M_ID_0d10ea61cc,1
8213,M_ID_0d114cc133,1
8214,M_ID_0d1197900b,1
8215,M_ID_0d12491035,1
8216,M_ID_0d13683fa5,1
8217,M_ID_0d13ace38a,1
8218,M_ID_0d13e90d4d,1
8219,M_ID_0d16b64271,1
8220,M_ID_0d16f6c5a0,1
8221,M_ID_0d17709c2c,1
8222,M_ID_0d177a6f61,1
8223,M_ID_0d17f454f1,1
8224,M_ID_0d18f20457,1
8225,M_ID_0d191e9ad9,1
8226,M_ID_0d1a24aa40,1
8227,M_ID_0d1a276a50,1
8228,M_ID_0d1a358875,1
8229,M_ID_0d1a5bdfe4,1
8230,M_ID_0d1aa08624,1
8231,M_ID_0d1afa99b2,1
8232,M_ID_0d1bcd2fc0,1
8233,M_ID_0d1c2c07da,1
8234,M_ID_0d1c6ba7b5,1
8235,M_ID_0d1d11f51e,1
8236,M_ID_0d1e0b5ce3,1
8237,M_ID_0d1e2ab8fd,1
8238,M_ID_0d1eb65918,1
8239,M_ID_0d1f145242,1
8240,M_ID_0d1f8dedb3,1
8241,M_ID_0d202fbac9,1
8242,M_ID_0d20dc530e,1
8243,M_ID_0d225034de,1
8244,M_ID_0d2339ecdb,1
8245,M_ID_0d233f2428,1
8246,M_ID_0d261e5f16,1
8247,M_ID_0d278f1cff,1
8248,M_ID_0d282813c0,0
8249,M_ID_0d2867ade8,1
8250,M_ID_0d28edbb40,1
8251,M_ID_0d29257129,1
8252,M_ID_0d299ab94b,1
8253,M_ID_0d29ab53f7,1
8254,M_ID_0d2ba2c30b,1
8255,M_ID_0d2bfae4c5,1
8256,M_ID_0d2d35645b,1
8257,M_ID_0d2d970355,1
8258,M_ID_0d2ddb0f9f,1
8259,M_ID_0d3086fd11,1
8260,M_ID_0d30d5a228,1
8261,M_ID_0d3185f009,1
8262,M_ID_0d32eb1a54,1
8263,M_ID_0d32f6fa5e,1
8264,M_ID_0d33d5115b,1
8265,M_ID_0d33f7ff2e,1
8266,M_ID_0d35610dab,1
8267,M_ID_0d36353c37,1
8268,M_ID_0d366dbeea,1
8269,M_ID_0d368cc407,1
8270,M_ID_0d3709c740,1
8271,M_ID_0d37357564,1
8272,M_ID_0d38f5e636,1
8273,M_ID_0d39cec4d6,1
8274,M_ID_0d3aab434d,1
8275,M_ID_0d3bac6244,1
8276,M_ID_0d3c1f9204,1
8277,M_ID_0d3c57703d,1
8278,M_ID_0d3ccc5208,1
8279,M_ID_0d3cd3035b,1
8280,M_ID_0d3d1023e3,1
8281,M_ID_0d3d6217f7,1
8282,M_ID_0d3da4f92b,1
8283,M_ID_0d3dc3f1d4,1
8284,M_ID_0d3dc5cce4,1
8285,M_ID_0d3e013671,1
8286,M_ID_0d4048343c,1
8287,M_ID_0d40bf9d76,1
8288,M_ID_0d41aca00e,1
8289,M_ID_0d4208c6e5,1
8290,M_ID_0d421979dc,1
8291,M_ID_0d4228884c,1
8292,M_ID_0d42685e28,1
8293,M_ID_0d42911a3a,1
8294,M_ID_0d44372ba0,1
8295,M_ID_0d44e2e073,1
8296,M_ID_0d45e74468,1
8297,M_ID_0d4774b103,2
8298,M_ID_0d47a08f3a,1
8299,M_ID_0d47f9fe6b,1
8300,M_ID_0d4878845a,1
8301,M_ID_0d48ce8573,1
8302,M_ID_0d4922ea89,1
8303,M_ID_0d49706f9b,1
8304,M_ID_0d49c21adc,1
8305,M_ID_0d49c3ca8f,1
8306,M_ID_0d49ecd09f,1
8307,M_ID_0d4a1b51f1,1
8308,M_ID_0d4a1e3a08,1
8309,M_ID_0d4a80e729,1
8310,M_ID_0d4b1d594e,1
8311,M_ID_0d4b2fdaa2,1
8312,M_ID_0d4b34e19a,1
8313,M_ID_0d4b94539c,1
8314,M_ID_0d4c03b427,1
8315,M_ID_0d4d53dba1,1
8316,M_ID_0d4d9f6d48,0
8317,M_ID_0d4df22ee5,1
8318,M_ID_0d4e23b886,1
8319,M_ID_0d4e8e366f,1
8320,M_ID_0d4ea66b73,1
8321,M_ID_0d4f0cfbb9,1
8322,M_ID_0d5005340c,1
8323,M_ID_0d5157a8b0,1
8324,M_ID_0d517e41c5,0
8325,M_ID_0d521eb691,1
8326,M_ID_0d5256418a,1
8327,M_ID_0d53478622,1
8328,M_ID_0d534a1110,1
8329,M_ID_0d539a70b5,1
8330,M_ID_0d53c13472,1
8331,M_ID_0d547fa567,1
8332,M_ID_0d5593ccf3,1
8333,M_ID_0d55c64aeb,1
8334,M_ID_0d5712fd0c,1
8335,M_ID_0d57219a9c,1
8336,M_ID_0d5722e01a,1
8337,M_ID_0d576e21e6,1
8338,M_ID_0d577b4d6c,1
8339,M_ID_0d58d5cf32,1
8340,M_ID_0d59618e12,1
8341,M_ID_0d5a13855a,1
8342,M_ID_0d5be0d5e9,1
8343,M_ID_0d5c118006,0
8344,M_ID_0d5c7b7012,1
8345,M_ID_0d5dcb212a,1
8346,M_ID_0d5e0ae7d4,1
8347,M_ID_0d5e3f09a7,1
8348,M_ID_0d5f099530,1
8349,M_ID_0d6205aad3,1
8350,M_ID_0d624058c6,1
8351,M_ID_0d625d1338,1
8352,M_ID_0d628dd197,1
8353,M_ID_0d62d8ac27,1
8354,M_ID_0d63445866,1
8355,M_ID_0d6395d8a7,1
8356,M_ID_0d63a8a55d,1
8357,M_ID_0d640f7a48,1
8358,M_ID_0d64b0fd6f,1
8359,M_ID_0d64f50dba,1
8360,M_ID_0d65de3e59,1
8361,M_ID_0d65f64993,1
8362,M_ID_0d65fe3e23,1
8363,M_ID_0d66718368,1
8364,M_ID_0d66a99ea8,1
8365,M_ID_0d67098395,1
8366,M_ID_0d67b32770,0
8367,M_ID_0d67ff81cf,1
8368,M_ID_0d6844ff59,1
8369,M_ID_0d68aa657c,1
8370,M_ID_0d69bcbd63,1
8371,M_ID_0d6b0e4fd3,1
8372,M_ID_0d6bb7bea1,1
8373,M_ID_0d6c140334,0
8374,M_ID_0d6c72166b,1
8375,M_ID_0d6c7aa460,1
8376,M_ID_0d6ce4d758,1
8377,M_ID_0d6ceb6d94,1
8378,M_ID_0d6d4d6cee,1
8379,M_ID_0d6d9a7384,1
8380,M_ID_0d6da07010,1
8381,M_ID_0d6e558329,1
8382,M_ID_0d6ee383e5,1
8383,M_ID_0d6efd4d2f,1
8384,M_ID_0d6fed9128,1
8385,M_ID_0d729111cc,1
8386,M_ID_0d737f895e,1
8387,M_ID_0d73cb6f11,1
8388,M_ID_0d73d04c04,1
8389,M_ID_0d73d3fece,1
8390,M_ID_0d7472d2ce,1
8391,M_ID_0d74b0e42b,1
8392,M_ID_0d7534562f,1
8393,M_ID_0d75377910,1
8394,M_ID_0d756a3bd2,1
8395,M_ID_0d75719d9c,1
8396,M_ID_0d75c13145,1
8397,M_ID_0d75f75c3f,1
8398,M_ID_0d76961e8f,1
8399,M_ID_0d772888c2,1
8400,M_ID_0d773ff506,1
8401,M_ID_0d776a6ae9,1
8402,M_ID_0d776f93a4,1
8403,M_ID_0d78188b6a,1
8404,M_ID_0d78214530,1
8405,M_ID_0d782dfe53,1
8406,M_ID_0d793c3198,1
8407,M_ID_0d79aee802,1
8408,M_ID_0d7aaf5015,1
8409,M_ID_0d7ac787f9,1
8410,M_ID_0d7b11d639,1
8411,M_ID_0d7b6134e0,1
8412,M_ID_0d7bcdac01,1
8413,M_ID_0d7c04fbea,1
8414,M_ID_0d7ccdaa5d,1
8415,M_ID_0d7cd2c617,1
8416,M_ID_0d7e20257a,1
8417,M_ID_0d7e360032,1
8418,M_ID_0d7e7b0081,1
8419,M_ID_0d7eccf2c8,1
8420,M_ID_0d7ef01769,1
8421,M_ID_0d7ef7f2e1,1
8422,M_ID_0d7f5abad0,1
8423,M_ID_0d7f692828,1
8424,M_ID_0d7f792dca,1
8425,M_ID_0d7f7ae1ad,1
8426,M_ID_0d7f899297,1
8427,M_ID_0d822af320,1
8428,M_ID_0d824c7631,1
8429,M_ID_0d829caddc,1
8430,M_ID_0d82f35823,1
8431,M_ID_0d831b7215,1
8432,M_ID_0d832d4f26,1
8433,M_ID_0d839f37ec,1
8434,M_ID_0d83dcc6fd,1
8435,M_ID_0d83e43f58,1
8436,M_ID_0d846aed47,1
8437,M_ID_0d8484cd21,1
8438,M_ID_0d84c8e256,1
8439,M_ID_0d8516c9bc,1
8440,M_ID_0d853ada64,1
8441,M_ID_0d86006816,1
8442,M_ID_0d8640d0da,1
8443,M_ID_0d8694b07b,1
8444,M_ID_0d86ab4813,1
8445,M_ID_0d872664e5,1
8446,M_ID_0d87a2dab2,1
8447,M_ID_0d88124285,1
8448,M_ID_0d8889b8ae,1
8449,M_ID_0d88a9a699,1
8450,M_ID_0d89cda463,1
8451,M_ID_0d89dda0cb,1
8452,M_ID_0d8a988691,1
8453,M_ID_0d8bafe7f5,1
8454,M_ID_0d8beac83b,1
8455,M_ID_0d8c68b7ea,1
8456,M_ID_0d8d7b9b15,1
8457,M_ID_0d8dc08d21,1
8458,M_ID_0d8dd10548,1
8459,M_ID_0d8e180345,1
8460,M_ID_0d8e3a7474,1
8461,M_ID_0d8ef2c5f1,1
8462,M_ID_0d901ed014,1
8463,M_ID_0d9071214e,1
8464,M_ID_0d91db5ad5,1
8465,M_ID_0d927a5fa5,1
8466,M_ID_0d932ffffe,1
8467,M_ID_0d93720d7a,1
8468,M_ID_0d93dd5d33,1
8469,M_ID_0d94a0bcaf,1
8470,M_ID_0d95bc6c0e,1
8471,M_ID_0d961af837,1
8472,M_ID_0d962aac1f,1
8473,M_ID_0d9723cb41,1
8474,M_ID_0d9753f44c,1
8475,M_ID_0d9802eb02,1
8476,M_ID_0d981d96f4,1
8477,M_ID_0d9861ea0e,1
8478,M_ID_0d98894edf,1
8479,M_ID_0d99366d82,1
8480,M_ID_0d9a8bc224,1
8481,M_ID_0d9aa45905,1
8482,M_ID_0d9add8b8e,1
8483,M_ID_0d9c0af4b8,1
8484,M_ID_0d9d660d23,1
8485,M_ID_0d9d7f480f,1
8486,M_ID_0d9dd84e72,1
8487,M_ID_0d9deb9a16,1
8488,M_ID_0d9e09236d,1
8489,M_ID_0d9e6617f3,1
8490,M_ID_0d9e780c61,1
8491,M_ID_0d9f6c9beb,1
8492,M_ID_0da02b4b27,1
8493,M_ID_0da03b7dc9,1
8494,M_ID_0da0aac52a,1
8495,M_ID_0da0be79a9,1
8496,M_ID_0da205dff6,1
8497,M_ID_0da23775f1,1
8498,M_ID_0da260bd16,1
8499,M_ID_0da37d5dd0,1
8500,M_ID_0da3d476ec,1
8501,M_ID_0da4089b93,1
8502,M_ID_0da459c464,1
8503,M_ID_0da4ff074f,1
8504,M_ID_0da5162623,1
8505,M_ID_0da527da60,1
8506,M_ID_0da5490ef6,1
8507,M_ID_0da57dd66a,1
8508,M_ID_0da6423a97,1
8509,M_ID_0da6a4d4dd,1
8510,M_ID_0da6d04f1a,1
8511,M_ID_0da79dbe1d,1
8512,M_ID_0da8b2a785,1
8513,M_ID_0da8bdcbcf,1
8514,M_ID_0da94415d1,1
8515,M_ID_0da9689dfd,1
8516,M_ID_0da9d3a31c,1
8517,M_ID_0da9e53a44,1
8518,M_ID_0daa2fdf48,1
8519,M_ID_0daa5a143e,1
8520,M_ID_0daa9ba4e8,1
8521,M_ID_0daaf4015c,1
8522,M_ID_0dab08e149,1
8523,M_ID_0dabc5a70c,1
8524,M_ID_0dac6500a3,1
8525,M_ID_0dac6bc75f,1
8526,M_ID_0dac8234d8,1
